"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV3504","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas",NA
"ASV3505","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA,NA
"ASV3506","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV3507","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter","dichloromethanicus"
"ASV3508","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"ASV3509","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3510","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",NA
"ASV3511","Bacteria","Chloroflexota","OLB14",NA,NA,NA,NA
"ASV3512","Bacteria","Cyanobacteriota","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio",NA
"ASV3513","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV3514","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12",NA,NA
"ASV3515","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3516","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV3517","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3518","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",NA
"ASV3519","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3520","Bacteria","Myxococcota","Polyangiia","Polyangiales","BIrii41",NA,NA
"ASV3521","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3522","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"ASV3523","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Marinicrinis",NA
"ASV3524","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Arcicella","aquatica"
"ASV3525","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV3526","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8",NA,NA
"ASV3527","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV3528","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Stagnimonas",NA
"ASV3529","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV3530","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV3531","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Actimicrobium",NA
"ASV3532","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"ASV3533","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis",NA,NA
"ASV3534","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3535","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV3536","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"ASV3537","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV3538","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV3539","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Afipia",NA
"ASV3540","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus",NA
"ASV3541","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Panacagrimonas",NA
"ASV3542","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV3543","Bacteria","Pseudomonadota","Alphaproteobacteria","Elsterales",NA,NA,NA
"ASV3544","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV3545","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3546","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae",NA,NA
"ASV3547","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3548","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV3549","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",NA
"ASV3550","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA
"ASV3551","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3552","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV3553","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3554","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV3555","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"ASV3556","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV3557","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA
"ASV3558","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3559","Bacteria","Pseudomonadota","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA
"ASV3560","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudorhodoplanes",NA
"ASV3561","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3562","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASV3563","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3564","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA,NA
"ASV3565","Bacteria","Pseudomonadota","Gammaproteobacteria","PLTA13",NA,NA,NA
"ASV3566","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV3567","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae",NA,NA
"ASV3568","Bacteria","Actinomycetota","Actinobacteria","Kitasatosporales","Streptomycetaceae",NA,NA
"ASV3569","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella",NA
"ASV3570","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA,NA
"ASV3571","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",NA
"ASV3572","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Endobacterium",NA
"ASV3573","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","resistens"
"ASV3574","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3575","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV3576","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV3577","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia",NA
"ASV3578","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV3579","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Azohydromonas",NA
"ASV3580","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Candidimonas",NA
"ASV3581","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Fontimonas",NA
"ASV3582","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","SH3-11",NA
"ASV3583","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3584","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV3585","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV3586","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methyloferula","stellata"
"ASV3587","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","tundrae"
"ASV3588","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV3589","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna",NA
"ASV3590","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia",NA
"ASV3591","Bacteria","Candidatus Kapabacteria","Kapabacteria","Kapabacteriales",NA,NA,NA
"ASV3592","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3593","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22",NA,NA,NA
"ASV3594","Bacteria","Pseudomonadota","Alphaproteobacteria","Thalassobaculales",NA,NA,NA
"ASV3595","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Cellulomonadaceae",NA,NA
"ASV3596","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV3597","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","terrae"
"ASV3598","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Aestuariimicrobium",NA
"ASV3599","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"ASV3600","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3601","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3602","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"ASV3603","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3604","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3605","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae",NA,NA
"ASV3606","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV3607","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12",NA,NA
"ASV3608","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV3609","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",NA
"ASV3610","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3611","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV3612","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV3613","Bacteria","Bacillota","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus",NA
"ASV3614","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas",NA
"ASV3615","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3616","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV3617","Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales",NA,NA,NA
"ASV3618","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA
"ASV3619","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","namyangjuensis"
"ASV3620","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Renibacterium",NA
"ASV3621","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria",NA,NA
"ASV3622","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV3623","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter",NA
"ASV3624","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Mariniluteicoccus",NA
"ASV3625","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter",NA
"ASV3626","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3627","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Rhodanobacter",NA
"ASV3628","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA
"ASV3629","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV3630","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Rhodopseudomonas",NA
"ASV3631","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","suzhouense"
"ASV3632","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Dyadobacter",NA
"ASV3633","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudorhodoplanes",NA
"ASV3634","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA
"ASV3635","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV3636","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"ASV3637","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA
"ASV3638","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae",NA,NA
"ASV3639","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella",NA
"ASV3640","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila",NA
"ASV3641","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3642","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3643","Bacteria","Abditibacteriota","Abditibacteriia","Abditibacteriales","Abditibacteriaceae","Abditibacterium",NA
"ASV3644","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus",NA
"ASV3645","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV3646","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3647","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV3648","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV3649","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"ASV3650","Bacteria","Acidobacteriota","Acidobacteriae","Terriglobales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"ASV3651","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",NA
"ASV3652","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA,NA
"ASV3653","Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae",NA,NA
"ASV3654","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3655","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV3656","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","immobile"
"ASV3657","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae",NA,NA
"ASV3658","Bacteria","Pseudomonadota","Alphaproteobacteria","Zavarziniales",NA,NA,NA
"ASV3659","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV3660","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"ASV3661","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV3662","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV3663","Bacteria","Pseudomonadota","Gammaproteobacteria","PLTA13",NA,NA,NA
"ASV3664","Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Finniella",NA
"ASV3665","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA,NA
"ASV3666","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20",NA,NA
"ASV3667","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae",NA,NA
"ASV3668","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12",NA,NA
"ASV3669","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV3670","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3671","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA,NA
"ASV3672","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus",NA
"ASV3673","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV3674","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA
"ASV3675","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14",NA,NA
"ASV3676","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae",NA,NA
"ASV3677","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV3678","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA,NA
"ASV3679","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae",NA,NA
"ASV3680","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV3681","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Nitrobacter","vulgaris"
"ASV3682","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"ASV3683","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Fuscovulum",NA
"ASV3684","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylovorus",NA
"ASV3685","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Eoetvoesia",NA
"ASV3686","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997",NA
"ASV3687","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter",NA
"ASV3688","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Telmatospirillum",NA
"ASV3689","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV3690","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales",NA,NA,NA
"ASV3691","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","parva"
"ASV3692","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA
"ASV3693","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASV3694","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Nemorincola",NA
"ASV3695","Bacteria","Cyanobacteriota","Vampirivibrionia","Vampirovibrionales",NA,NA,NA
"ASV3696","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3697","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Opitutus",NA
"ASV3698","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","Ellin517",NA
"ASV3699","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","basaltis"
"ASV3700","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV3701","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
